STL,English,Type
eventually (rise (pred1)),At a certain moment in the future before the end of the simulation the value of pred1 eventually.,invariance_reachability
always [t1:t2] (pred1 or pred2),"For every time point in the first t1 to t2 time units the value of signal pred1 continuously, or the value of pred2",invariance_reachability
eventually [val1:t1] ((pred1 and pred2) or rise (pred3)),At a certain moment in the first t1 time units finally the value of pred1 and pred2 or the event that the value of signal pred3 must ultimately happen.,invariance_reachability
always ( pred1 and rise (pred2) -> always [t1:t2] (eventually [t3:t4] (rise (pred3))) ),"If pred1 and the transition action that the value of signal pred2 is detected then for each time point during the next t1 to t2 time units, there shall be finally sometime within the next t3 to t4 time units, at which pred3",stabilization_recurrence
always ( pred1 and pred2 -> pred3 ),It is always the case that in case that the value of pred1 and pred2 then the following condition holds: the value of signal pred3,immediate_response
eventually [0:t1] (rise (pred1 and pred2) or rise (pred3)),"There has to exist a certain moment in less than t1 time units, at which the event that the pred1 and pred2 will have to be detected, or the event that the pred3 will have to get observed ultimately.",invariance_reachability
always ( historically [0:t1] (pred1) -> always [t1:t2] (eventually [0:t3] (pred2)) ),"On condition that the value of pred1 and remained in this interval during the last t1 time units, then the following condition is true: for each time instant during the subsequent t1 to t2 time units, the pred2 ultimately at sometime after at most t3 time units.",stabilization_recurrence
always ( rise (pred1) -> always [0:t1] (eventually [0:t2] (pred2)) ),"On condition that the scenario that pred1 gets observed, then the following condition is true: for each time point during the following t1 time units there is a certain moment in the subsequent t2 time units, at which ultimately the value of pred2",stabilization_recurrence
always [0:t1] (not (pred1) and not (pred2)),"Within the first t1 time units, without interruption pred1 and the value of signal pred2",invariance_reachability
always (pred1 and (pred2 and pred3)),In the future until the end of the simulation the pred1 without interruption and the value of signal pred2 and pred3,invariance_reachability
always ( not (pred1 and pred2) and pred3 -> always [0:t1] (eventually [0:t2] (pred4 and pred5)) ),"It is always the case that while the value of signal pred1 and pred2 and the value of signal pred3 then all of the following conditions are true: for every time instant during the following t1 time units there shall ultimately exist a time within the subsequent t2 time units, at which pred4 and pred5",stabilization_recurrence
always [0:t1] (pred1 or (pred2 and pred3)),For each time point in the first t1 time units continuously pred1 or the value of pred2 and pred3,invariance_reachability
always ( rise (pred1) -> once [0:t1] (not (pred2 and pred3)) ),"It is always the case that if the scenario that the pred1 happens, then the following condition is true: there had to exist a time within the past t1 time units, at which once the value of signal pred2 and pred3",temporal_response
always ( historically [t1:t2] (pred1) -> eventually [0:t3] (always [0:t4] (pred2)) ),"Globally, whenever the state of pred1 all the time during the past t1 to t2 time units then the following condition is true: ultimately there will have to be a time during the subsequent t3 time units, at which pred2 and then continues like this for each time instant within the following t4 time units.",stabilization_recurrence
always ( always (not rise (pred1)) -> always (eventually [t1:t2] (fall (pred2))) ),"Whenever uninterruptedly the transition action that the pred1 does not happen in the future till the execution ends, then the following condition holds: for every time point in the future the scenario that the value of pred2 will finally get detected at sometime during the following t1 to t2 time units.",stabilization_recurrence
always ( pred1 and pred2 -> (pred3) since [val1:t1] (rise (pred4)) ),"On condition that the value of signal pred1 and pred2 then there was sometime within the elapsed t1 time units, at which the transition action that the state of signal pred4 should take place once, after this the value of signal pred3",temporal_response
eventually (pred1 or (pred2 and pred3)),"At a time in the future, the value of signal pred1 eventually or the pred2 and pred3",invariance_reachability
always ( fall (pred1 and pred2) -> not (eventually [t1:t2] (pred3)) ),"It is always the case that when the scenario that pred1 and pred2 takes place, then there shan't be any time point in the next t1 to t2 time units, at which the mode of pred3",temporal_response
always (pred1 or pred2),"In the future until the end of the simulation, the pred1 continuously or the state of pred2 consecutively.",invariance_reachability
always ( pred1 -> pred2 ),"Globally, if pred1 then the following condition holds: at the same time point pred2",immediate_response
always ( fall (pred1) -> always [t1:t2] (eventually [0:t3] (rise (pred2 and pred3))) ),"Everytime when the event that the value of pred1 gets detected then for every moment within the coming t1 to t2 time units, the scenario that pred2 and pred3 ultimately takes place at a time within the following t3 time units.",stabilization_recurrence
always ( pred1 and (pred2 and pred3) -> (pred4) until (pred5) ),"Globally, if the value of pred1 and the value of pred2 and pred3 then the following condition is true: the mode of pred4 consecutively until eventually there is a certain time point in the future before the simulation ends, at which the value of pred5",temporal_response
always (not (pred1)),Consistently the value of signal pred1 in the future until the end of the execution.,invariance_reachability
always ( historically (pred1) -> always (eventually (pred2)) ),"Globally, everytime when the value of pred1 and this scenario has been holding in the past since the start of the execution, then in response for every time instant in the future until the simulation ends at a certain time instant in the future before the end of the simulation, the value of pred2 ultimately.",stabilization_recurrence
always ( (pred1) since [t1:t2] (not (pred2)) -> (pred3) until [t3:t4] (rise (pred4 val3)) ),"It is always the case that if pred1 all the time since at a certain moment within the last t1 to t2 time units once the value of signal pred2 then in response the value of signal pred3 until finally there exists a certain moment in the next t3 to t4 time units, at which the event that the mode of pred4 val3 takes place.",temporal_response
always ( not (pred1 and pred2) -> eventually (always (pred3)) ),"In the case the value of signal pred1 and pred2 then all of the following conditions hold: ultimately there will have to be sometime in the future before the end of the execution, at which in the future before the end of the simulation the mode of pred3 continuously.",stabilization_recurrence
always ( pred1 -> eventually [t1:t2] (always [t3:t4] (pred2)) ),"It is always the case that if the value of pred1 then all of the following conditions hold: eventually there must exist a certain moment during the next t1 to t2 time units, at which without interruption pred2 for every moment within the next t3 to t4 time units.",stabilization_recurrence
always ( historically (pred1 and pred2) -> eventually [0:t1] (always (pred3)) ),"It is always the case that if the value of signal pred1 and pred2 and consecutively this scenario last in the past, then the following condition is true: eventually after a certain moment within the first t1 time units pred3 and then will have to continue like this all the time in the future till the simulation ends.",stabilization_recurrence
always ( rise (pred1 and pred2) or (pred3 and pred4) -> historically [0:t1] (pred5 and pred6) ),"Globally, whenever the value of pred1 and pred2 or the value of signal pred3 and pred4 then all of the following conditions are true: the pred5 and pred6 and then this condition should last all the time during the elapsed t1 time units.",temporal_response
always ( pred1 or rise (pred2 and pred3) -> (not fall (pred4 and pred5)) until (pred6) ),"Globally, if the value of pred1 or the transition action that the pred2 and pred3 takes place, then there ought to exist a certain time instant in the future before the simulation ends, at which the value of signal pred6 ultimately, before this the transition action that the value of signal pred4 and pred5 shall consistently not be observed.",temporal_response
always ( pred1 or rise (pred2) -> eventually (always [t1:t2] (pred3)) ),"In case that the pred1 or the value of signal pred2 then the following condition is true: there shall eventually exist a certain moment in the future before the end of the execution, after which the value of signal pred3 for every time point during the following t1 to t2 time units.",stabilization_recurrence
always ( pred1 or pred2 -> pred3 and pred4 ),In the case the state of signal pred1 or the pred2 then the following condition is true: pred3 and pred4,immediate_response
always ( rise (pred1) -> pred2 ),When the transition action that the pred1 happens then the following condition holds: at the same time point the pred2,immediate_response
always ( (pred1 and pred2) or pred3 -> pred4 ),It is always the case that if the pred1 and pred2 or the value of pred3 then all of the following conditions hold: the value of pred4,immediate_response
always ( once [0:t1] (pred1) -> not ((pred2) until (pred3)) ),"Globally, everytime when there was a certain moment before at most t1 time units, at which the value of pred1 once then the subsequent condition must not be true: the pred2 and will be staying like this without interruption until the state of signal pred3 eventually, which will be detected at a certain time instant in the future before the end of the execution.",temporal_response
always ( pred1 and pred2 -> always (eventually [0:t1] (pred3)) ),"In case that the value of signal pred1 and the mode of signal pred2 then for each moment in the future until the execution ends, there should be sometime in the next t1 time units, at which the pred3",stabilization_recurrence
always [0:t1] (pred1),The pred1 for at least t1 time units.,invariance_reachability
always ( not (historically [0:t1] (pred1 and pred2)) -> eventually [0:t2] (rise (pred3)) ),"It is always the case that in case that in the elapsed t1 time units, the pred1 and pred2 uninterruptedly, then all of the following conditions hold: there needs to be a time in the next t2 time units, at which the scenario that the state of pred3 shall take place eventually.",temporal_response
always [0:t1] (pred1 or (pred2 and pred3)),In the first t1 time units the pred1 or pred2 and pred3 consecutively.,invariance_reachability
always ( pred1 or pred2 -> eventually (always (pred3)) ),"On condition that the state of signal pred1 or pred2 then the following condition is true: there must eventually exist sometime in the future before the end of the execution, at which pred3 and this scenario always holds in the future before the end of the execution.",stabilization_recurrence
always ( once [t1:t2] (pred1) -> (pred2) until (pred3) ),"When there would be a certain moment during the past t1 to t2 time units once, at which pred1 then the following condition is true: there will have to be sometime in the future before the execution ends ultimately, at which the pred3 and till then continuously the value of signal pred2",temporal_response
always (pred1),The state of signal pred1 all the time in the future before the execution ends.,invariance_reachability
always ( fall (pred1) -> not ((pred2) until [0:t1] (rise (pred3))) ),It is always the case that if the scenario that the state of signal pred1 happens then in response the following condition shan't be true: the mode of pred2 and will be remaining like that consecutively till at a certain time point in less than t1 time units ultimately the scenario that the mode of signal pred3 gets observed.,temporal_response
always ( pred1 -> eventually [val1:t1] (not fall (pred2)) ),Everytime when the value of pred1 then in response eventually the transition action that the value of signal pred2 should not happen at a time during the subsequent t1 time units.,temporal_response
always ( fall (pred1) -> always [0:t1] (pred2) ),It is always the case that when the scenario that the pred1 occurs then pred2 for each moment within t1 time units.,temporal_response
always ( rise (pred1) -> once [t1:t2] (pred2) ),"In case that the transition action that the value of pred1 happens, then in response at a certain time point in the last t1 to t2 time units the value of signal pred2 once.",temporal_response
always ( rise (pred1) or pred2 -> always [0:t1] (pred3) ),In the case pred1 or pred2 then the following condition holds: within t1 time units uninterruptedly pred3,temporal_response
always ( rise (pred1) -> historically [t1:t2] (pred2) ),When the transition action that the mode of signal pred1 occurs then the following condition holds: the value of signal pred2 consistently in the last t1 to t2 time units.,temporal_response
always [t1:t2] (pred1),Continuously pred1 between t1 to t2 time units.,invariance_reachability
eventually [0:t1] ((pred1 and pred2) and pred3),"There will have to exist a certain time instant in the first t1 time units, at which pred1 and pred2 and the value of signal pred3 ultimately.",invariance_reachability
always ( (pred1 and pred2) and pred3 -> (pred4) until [0:t1] (not (pred5)) ),"If pred1 and pred2 and the value of signal pred3 then all of the following conditions are true: the value of pred4 continuously until pred5 ultimately, which needs to be detected at sometime within the next t1 time units.",temporal_response
always ( fall (pred1) -> rise (pred2) ),It is always the case that if the transition action that the value of pred1 takes place then in response the scenario that the value of signal pred2 shall happen in no time.,immediate_response
always [0:t1] (pred1 or not fall (pred2)),For each time point in the first pred1 signal will consecutively keep equal to t1 or continuously the scenario that pred2 never gets observed.,invariance_reachability
always ( fall (pred1) -> pred2 and pred3 ),"Globally, in case that pred1 then all of the following conditions hold: pred2 and pred3 without any delay.",immediate_response
always ( rise (pred1) -> pred2 and pred3 ),It is always the case that whenever pred1 then all of the following conditions hold: at the same time instant the value of signal pred2 and pred3,immediate_response
always ( rise (pred1 and pred2) -> once (pred3) ),"In case that the transition action that the value of signal pred1 and pred2 is observed then all of the following conditions hold: there needed to exist a certain time point during the past, at which the value of pred3 once.",temporal_response
eventually (pred1 or pred2),"At a certain time point in the future before the end of the simulation the pred1 ultimately, or finally the value of signal pred2",invariance_reachability
always ( historically [0:t1] (pred1) -> not ((pred2 and pred3) until [0:t2] (rise (pred4))) ),"On condition that the value of pred1 during the past t1 time units, then the following condition must not be true: the pred2 and pred3 and then this scenario will last consecutively until there exists a certain time point within the coming t2 time units, at which the value of signal pred4 ultimately.",temporal_response
always ( pred1 -> pred2 ),"Globally, in case that the pred1 then the following condition holds: the value of pred2 without any delay.",immediate_response
always ( pred1 and pred2 -> eventually [0:t1] (pred3) ),"Globally, in case that the value of pred1 and pred2 then the following condition holds: the state of signal pred3 at a certain moment during the coming t1 time units.",temporal_response
always ( pred1 or pred2 -> pred3 ),"Globally, when pred1 or the pred2 then all of the following conditions hold: pred3",immediate_response
always [0:t1] ((pred1 and pred2) and pred3),"For each time point in the first t1 time units, uninterruptedly pred1 and pred2 and the value of pred3",invariance_reachability
always ( rise (pred1) -> eventually [0:t1] (fall (pred2 and pred3)) ),"It is always the case that when the transition action that the pred1 occurs, then all of the following conditions are true: there should be a time within t1 time units ultimately, at which the transition action that pred2 and pred3 must take place.",temporal_response
always ( pred1 -> always [0:t1] (eventually [0:t2] (rise (pred2 and pred3))) ),"In the case the value of signal pred1 then the following condition holds: for each time point during the first t1 time units, there shall exist a certain moment during the subsequent t2 time units, at which the scenario that pred2 and pred3 must be detected eventually.",stabilization_recurrence
always ( rise (pred1) -> historically [t1:t2] (pred2 and pred3) ),"It is always the case that if the scenario that pred1 gets observed, then in response pred2 and pred3 and then will consistently remain like this for the last t1 to t2 time units.",temporal_response
always (pred1 and not rise (pred2)),In the future till the end of the simulation the pred1 and uninterruptedly the transition action that the mode of signal pred2 mustn't be observed.,invariance_reachability
eventually [t1:t2] (pred1 and not (pred2)),"At a certain time point in the first t1 to t2 time units, eventually the state of pred1 and ultimately the value of signal pred2",invariance_reachability
always ( not (pred1) and not rise (pred2) -> always [0:t1] (eventually [0:t2] (fall (pred3 and pred4))) ),"During the interval that pred1 and the event that the value of pred2 doesn't happen, then for every time instant within the following t1 time units, there should be a certain time point after at most t2 time units, at which the scenario that the value of signal pred3 and pred4 should get observed ultimately.",stabilization_recurrence
always ( rise (pred1) -> pred2 ),It is always the case that in case that the event that the pred1 is detected then pred2,immediate_response
always ( rise (pred1) -> pred2 ),"It is always the case that whenever the transition action that pred1 is detected, then in response pred2 instantly.",immediate_response
always ( rise (pred1) -> pred2 and pred3 ),"Everytime when the scenario that the mode of pred1 happens, then all of the following conditions hold: promptly the value of signal pred2 and pred3",immediate_response
always ( rise (pred1) -> rise (pred2) and (pred3 and pred4) ),"Globally, if the scenario that pred1 occurs, then the following condition holds: immediately pred2 and pred3 and pred4 right away.",immediate_response
eventually [t1:t2] (rise (pred1) or pred2),"Ultimately there will have to be a certain time instant within the first t1 to t2 time units, at which the scenario that the pred1 will have to occur or pred2",invariance_reachability
always [0:t1] (pred1),"For the first t1 time units, consecutively the pred1",invariance_reachability
eventually (not (pred1) and not (pred2)),"At a certain time point in the future before the end of the execution, pred1 finally and finally the pred2",invariance_reachability
always ( rise (pred1 and pred2) -> eventually [0:t1] (always [0:t2] (pred3)) ),"Globally, in case that the transition action that pred1 and pred2 gets observed, then all of the following conditions are true: there exists sometime within the first t1 time units finally, after which pred3 and then this scenario will keep without interruption for at least t2 time units.",stabilization_recurrence
always ( rise (pred1) -> always [0:t1] (eventually [0:t2] (rise (pred2))) ),"Globally, in case that the scenario that pred1 is detected then the following condition is true: for each moment in the coming t1 time units at a certain moment starting at most t2 time units the transition action that the value of signal pred2 must eventually take place.",stabilization_recurrence
always ( rise (pred1) -> eventually [0:t1] (always [0:t2] (pred2)) ),Whenever the transition action that the value of pred1 gets observed then the following condition is true: at a certain time instant during the coming t1 time units the pred2 and then uninterruptedly this scenario will have to continue for each time point in the following t2 time units.,stabilization_recurrence
always (pred1 and pred2),"In the future until the end of the simulation, uninterruptedly the pred1 and consecutively pred2",invariance_reachability
eventually [0:t1] (pred1 or pred2),At a time in the first t1 time units pred1 or the pred2,invariance_reachability
always ( rise (pred1) -> (pred2) until [0:t1] (pred3 and pred4) ),"Globally, when the transition action that pred1 gets observed then all of the following conditions are true: the pred2 uninterruptedly till at a certain time point within the first t1 time units, the pred3 and pred4",temporal_response
always ( not (once [0:t1] (not (pred1 and pred2))) -> fall (always [t2:t3] (not (pred3))) ),If the subsequent condition is not true: the value of pred1 and pred2 at a time in the last t1 time units then the condition that the pred3 for each time point within t2 to t3 time units shall be observed to change from true to false.,temporal_response
always ( fall (pred1) -> always (eventually [0:t1] (not fall (pred2))) ),"Everytime when the transition action that pred1 gets detected then all of the following conditions hold: for each time instant in the future there should exist a certain time instant in the first t1 time units, at which the scenario that pred2 will ultimately not be detected.",stabilization_recurrence
always ( rise (pred1) -> eventually [0:t1] (always [0:t2] (pred2)) ),"It is always the case that whenever the event that the value of signal pred1 gets detected, then the following condition is true: finally at a certain moment within the coming t1 time units, the pred2 and this condition will be consistently sustaining for each time point in the subsequent t2 time units.",stabilization_recurrence
always ( pred1 and pred2 -> once (pred3) ),"In the event that pred1 and the mode of pred2 then the following condition is true: there ought to be once a certain time point during the past, at which the pred3",temporal_response
always ( rise (pred1) -> eventually [0:t1] (always [0:t2] (pred2)) ),"It is always the case that when the transition action that the value of signal pred1 occurs, then in response there should be a certain time point during the coming t1 time units eventually, after which the state of signal pred2 all the time for every time instant in the next t2 time units.",stabilization_recurrence
always [0:t1] (not (pred1)),"For every time point in the first t1 time units, continuously the pred1",invariance_reachability
always ( rise (pred1) -> always [t1:t2] (eventually [0:t3] (pred2)) ),"When the event that the value of pred1 occurs, then the following condition holds: for each time instant within the following t1 to t2 time units at a certain time instant within the subsequent t3 time units the pred2 ultimately.",stabilization_recurrence
always ( rise (pred1) -> (pred2) until [t1:t2] (pred3) ),"Globally, when the transition action that the state of signal pred1 is observed, then the value of signal pred2 and then ought to hold like this uninterruptedly till the value of pred3 which is detected at a certain time point within the coming t1 to t2 time units.",temporal_response
always ( pred1 -> not (always (pred2)) ),During the interval that the value of pred1 then in response in the future before the end of the simulation pred2 uninterruptedly.,temporal_response
always ( (not (pred1)) since [0:t1] (rise (pred2 and pred3)) -> always [0:t2] (pred4) ),"Globally, when the pred1 since the pred2 and pred3 once at sometime before at most t1 time units then all of the following conditions are true: the value of signal pred4 all the time for each time point in the next t2 time units.",temporal_response
always ( fall (pred1) -> not (pred2) ),"Globally, if the state of signal pred1 then in response at the same time instant the state of pred2",immediate_response
always ( rise (pred1) -> always [t1:t2] (pred2) ),"In case that the scenario that the value of pred1 occurs, then in response the pred2 and then this condition keeps all the time within the first t1 to t2 time units.",temporal_response
always ( rise (pred1) -> pred2 or pred3 ),If the transition action that pred1 is observed then the following condition holds: the value of signal pred2 simultaneously or the value of signal pred3 at the same time.,immediate_response
always ( rise (pred1) -> rise (pred2) ),When the event that the state of signal pred1 occurs then all of the following conditions are true: the scenario that the value of signal pred2 needs to occur in no time.,immediate_response
always (pred1),In the future until the simulation ends pred1 uninterruptedly.,invariance_reachability
always ( rise (pred1) -> not (pred2) and (pred3 and pred4) ),On condition that the value of signal pred1 then all of the following conditions are true: at the same time point pred2 and the pred3 and pred4 instantly.,immediate_response
always ( fall (pred1) -> historically (not (pred2)) ),"It is always the case that when the transition action that the value of signal pred1 is observed, then the following condition is true: the pred2 and this condition shall consistently continue in the past.",temporal_response
always (pred1),"In the future until the end of the simulation, without interruption the pred1",invariance_reachability
eventually [0:t1] (pred1 or pred2),"At sometime during the first t1 time units, ultimately the pred1 or ultimately the pred2",invariance_reachability
always ( rise (pred1 and pred2) -> pred3 or not fall (pred4) ),Whenever the scenario that the value of pred1 and pred2 gets detected then in response simultaneously the pred3 or immediately the transition action that the value of signal pred4 ought never to be observed.,immediate_response
always ( pred1 or (pred2 and pred3) -> (not (pred4)) until (pred5) ),"Globally, during the interval that pred1 or the value of signal pred2 and pred3 then in response there must exist a certain time instant in the future before the simulation ends, at which finally the value of pred5 until then the value of pred4",temporal_response
always ( pred1 or fall (pred2) -> eventually [t1:t2] (always (pred3 and pred4)) ),"Globally, when the value of signal pred1 or the event that the value of signal pred2 is detected then the following condition holds: eventually there must be a time during the first t1 to t2 time units, after which in the future before the end of the execution pred3 and pred4",stabilization_recurrence
always ( fall (pred1 and pred2) -> pred3 ),In the case the event that the pred1 and pred2 gets observed then all of the following conditions are true: the mode of signal pred3 starting without any delay.,immediate_response
always ( pred1 or fall (pred2) -> not (always [t1:t2] (not fall (pred3 and pred4))) ),"As soon as the value of pred1 or the event that the pred2 takes place, then the condition that consistently the pred3 and pred4 for every moment in the subsequent t1 to t2 time units shall not be true.",temporal_response
always ( rise (pred1) -> eventually (always [0:t1] (pred2)) ),"When the event that pred1 happens then all of the following conditions are true: there ought to be sometime in the future before the execution ends eventually, after which the pred2 and will be consecutively remaining on this mode for every time instant within the next t1 time units.",stabilization_recurrence
always ( rise (pred1) -> not (pred2) or rise (pred3) ),"On condition that the scenario that pred1 is detected, then all of the following conditions are true: without any delay the value of pred2 or the scenario that the pred3 has to promptly occur.",immediate_response
eventually [0:t1] (pred1),At a certain time instant starting at most t1 time units finally the mode of pred1,invariance_reachability
always ( fall (pred1 and pred2) -> eventually [0:t1] (always [t2:t3] (pred3)) ),"In case that the transition action that pred1 and pred2 occurs then the following condition holds: there should exist a time during the coming t1 time units ultimately, after which the pred3 during the following t2 to t3 time units.",stabilization_recurrence
always ( pred1 and rise (pred2 and pred3) -> always [t1:t2] (pred4) ),"In case that the pred1 and the transition action that the value of pred2 and pred3 happens, then the following condition holds: consistently the pred4 during the next t1 to t2 time units.",temporal_response
always [t1:t2] (not rise (pred1 and pred2) and pred3),"For every moment in the first t1 to t2 time units, without interruption the event that the value of signal pred1 and pred2 shall never get observed, and continuously the pred3",invariance_reachability
always ( pred1 and pred2 -> pred3 ),If the mode of pred1 and pred2 then the mode of signal pred3 immediately.,immediate_response
always ( historically [t1:t2] (not (pred1 and pred2)) -> eventually [0:t3] (always [0:t4] (not fall (pred3))) ),"Globally, everytime when the value of pred1 and pred2 and consistently continued like that in the last t1 to t2 time units, then all of the following conditions hold: after a certain time instant within the coming t3 time units, the mode of pred3 then this condition shall consecutively hold for each time instant during the subsequent t4 time units.",stabilization_recurrence
always ( rise (pred1) -> not fall (pred2 and pred3) ),"Everytime when the transition action that pred1 happens, then the following condition holds: at once the scenario that the value of pred2 and pred3 will not get detected.",immediate_response
eventually [t1:t2] (pred1),"At a certain time instant in the first t1 to t2 time units, the value of signal pred1",invariance_reachability
always ( rise (pred1 and pred2) -> pred3 ),It is always the case that when pred1 and pred2 then in response instantly the pred3,immediate_response
always ( rise (pred1) -> fall (eventually [t1:t2] (pred2)) ),"If the state of pred1 then in response the following condition should be observed to change from true to false: there will be eventually a certain time instant within the following t1 to t2 time units, at which the state of pred2",temporal_response
always ( rise (pred1) -> rise (pred2) ),It is always the case that whenever the pred1 then the scenario that the pred2 will immediately happen.,immediate_response
always ( rise (pred1) and not (pred2) -> rise (pred3) and fall (pred4 and pred5) ),"In the case the transition action that the value of signal pred1 is observed and the value of pred2 then the following condition holds: the transition action that the value of pred3 will get observed starting without any delay, and the scenario that the value of signal pred4 and pred5 ought to get detected at the same time instant.",immediate_response
always ( rise (pred1) -> pred2 ),"Globally, whenever the transition action that the value of pred1 happens, then in response the value of pred2 starting without any delay.",immediate_response
always ( rise (pred1) -> not fall (pred2) ),It is always the case that everytime when the scenario that pred1 happens then in response in no time the transition action that the value of signal pred2 shall never occur.,immediate_response
always ( pred1 -> once [0:t1] (pred2) ),"In the event that the pred1 then in response there would be a time in the elapsed t1 time units, at which once the mode of signal pred2",temporal_response
always ( rise (pred1) -> once [0:t1] (rise (pred2)) ),It is always the case that everytime when the event that the value of signal pred1 happens then the following condition is true: once the scenario that the value of pred2 had to get detected at a certain time point before less than t1 time units.,temporal_response
always [t1:t2] (pred1 and pred2),"For each time instant within the first t1 to t2 time units, consistently pred1 and the value of pred2 consecutively.",invariance_reachability
always [0:t1] (pred1 or pred2),"For every time instant within t1 time units, continuously pred1 or the value of pred2 uninterruptedly.",invariance_reachability
always ( rise (pred1 and pred2) -> eventually [t1:t2] (always [t3:t4] (pred3 and pred4)) ),"It is always the case that if the transition action that pred1 and pred2 occurs then the following condition holds: ultimately there will be a certain time instant within the coming t1 to t2 time units, at which pred3 and pred4 for each time point in the subsequent t3 to t4 time units.",stabilization_recurrence
always ( fall (pred1 and pred2) -> always [t1:t2] (pred3) ),"If the transition action that pred1 and pred2 gets observed, then all of the following conditions hold: for each time instant during the following t1 to t2 time units, the state of signal pred3 consistently.",temporal_response
always ( rise (pred1) -> always (eventually [0:t1] (not (pred2))) ),"It is always the case that everytime when the scenario that pred1 gets observed then the following condition is true: for each time point in the future till the simulation ends, finally pred2 at a certain time instant in less than t1 time units.",stabilization_recurrence
always ( pred1 and pred2 -> pred3 ),Everytime when the pred1 and the value of pred2 then the pred3 immediately.,immediate_response
always ( once (pred1 and pred2) -> eventually [0:t1] (always [0:t2] (pred3)) ),"It is always the case that whenever once there would be sometime in the past from the beginning of the simulation, at which pred1 and pred2 then there should exist a certain time instant in the next t1 time units ultimately, after which the state of pred3 and this scenario will keep consistently during the next t2 time units.",stabilization_recurrence
always ( pred1 -> eventually [0:t1] (always [0:t2] (not (pred2 and pred3))) ),"In the case the value of signal pred1 then in response at a certain time point after at most t1 time units, for each time instant within the next t2 time units the value of pred2 and pred3",stabilization_recurrence
always ( rise (pred1) -> pred2 or pred3 ),"Globally, in case that the transition action that the value of pred1 gets detected then all of the following conditions are true: pred2 at the same time or the pred3 starting without any delay.",immediate_response
always ( rise (pred1 and pred2) -> rise (pred3) or rise (pred4 and pred5) ),When the value of signal pred1 and pred2 then the following condition is true: the value of signal pred3 immediately or the event that the value of signal pred4 and pred5 has to happen at the same moment.,immediate_response
eventually [0:t1] (pred1 and pred2),"There ought to finally exist a time in less than t1 time units, at which the pred1 and the value of signal pred2",invariance_reachability
always ( not (once [t1:t2] (pred1)) -> always (eventually [t3:t4] (rise (pred2))) ),"It is always the case that when the value of pred1 for anytime within the past t1 to t2 time units, then the following condition holds: for every time point in the future before the simulation ends, there should exist a certain moment within the first t3 to t4 time units, at which the transition action that the pred2 will have to happen finally.",stabilization_recurrence
always (not (pred1 and pred2)),"In the future till the execution ends, the value of signal pred1 and pred2",invariance_reachability
always ( rise (pred1) -> historically [t1:t2] (pred2) ),It is always the case that whenever the event that the state of pred1 is detected then all of the following conditions are true: the pred2 in the past t1 to t2 time units.,temporal_response
always ( pred1 and pred2 -> always (pred3 and pred4) ),"Globally, in case that the value of pred1 and the pred2 then in the future before the end of the simulation, consecutively the value of signal pred3 and pred4",temporal_response
always ( pred1 and pred2 -> eventually [0:t1] (always [0:t2] (not (pred3))) ),"Globally, while the value of signal pred1 and pred2 then in response there needs to exist a time in less than t1 time units ultimately, after which consecutively the value of pred3 for each moment in the following t2 time units.",stabilization_recurrence
always [0:t1] (pred1),"For every time point within t1 time units, the mode of signal pred1",invariance_reachability
eventually [0:t1] (pred1 and pred2),"At a time after at most t1 time units, the pred1 and the value of pred2",invariance_reachability
always ( rise (pred1) -> rise (pred2) ),As soon as pred1 then in response at the same time the scenario that the pred2 will have to happen.,immediate_response
eventually [0:t1] (pred1),"At sometime in the first t1 time units, the pred1 eventually.",invariance_reachability
always ( fall (pred1) -> rise (pred2) or (pred3 and pred4) ),"If the mode of pred1 then the following condition is true: the scenario that the value of signal pred2 will have to happen at the same time, or pred3 and pred4 right away.",immediate_response
always ( pred1 or rise (pred2) -> always [0:t1] (eventually [0:t2] (rise (pred3))) ),"Globally, if pred1 or the value of signal pred2 then all of the following conditions hold: for each time point during the first t1 time units, the event that the mode of signal pred3 should be observed eventually at a certain time instant in less than t2 time units.",stabilization_recurrence
always ( (pred1 and pred2) until [0:t1] (pred3) -> eventually [t2:t3] (rise (pred4)) ),It is always the case that everytime when the value of pred1 and pred2 till the pred3 at a certain time point in the first t1 time units then the following condition is true: eventually the transition action that the value of pred4 shall take place at a certain time point within the first t2 to t3 time units.,temporal_response
always ( fall (pred1) -> eventually [t1:t2] (always (pred2)) ),"Globally, when the scenario that the state of signal pred1 gets observed, then all of the following conditions are true: there is a certain time point within the next t1 to t2 time units eventually, at which the value of pred2 then this condition sustains in the future until the simulation ends.",stabilization_recurrence
always ( rise (pred1) -> eventually [0:t1] (always (pred2)) ),"It is always the case that when the event that the pred1 happens then all of the following conditions hold: at a time during the coming t1 time units, in the future till the simulation ends the pred2",stabilization_recurrence
always ( fall (pred1 and pred2) -> pred3 ),"Whenever the event that the value of signal pred1 and pred2 gets observed, then pred3 right away.",immediate_response
eventually (pred1 and pred2),"There needs to eventually exist a time in the future before the execution ends, at which the value of pred1 and pred2",invariance_reachability
always (pred1 and pred2),Uninterruptedly the pred1 and pred2 in the future until the end of the execution.,invariance_reachability
always ( rise (pred1) -> always (eventually (pred2)) ),"Globally, whenever the transition action that pred1 takes place, then the following condition is true: for each moment in the future until the end of the simulation at a certain time point in the future, the value of signal pred2",stabilization_recurrence
